SpecialDay,Month,TrafficType,VisitorType,Weekend,Revenue,Administrative_Duration_log,Informational_Duration_log,ProductRelated_log,ProductRelated_Duration_log,BounceRates_log,ExitRates_log,PageValues_log
0.0,Feb,4,Returning_Visitor,1,0,-1.0,-1.0,2.5649493574615367,5.814031024486316,-10.0,-4.867534410455583,-1.0
0.0,Feb,3,Returning_Visitor,0,0,-1.0,-1.0,0.6931471805599453,3.4657359027997265,-10.0,-2.3025850929940455,-1.0
0.0,Feb,4,Returning_Visitor,0,0,-1.0,-1.0,2.995732273553991,8.000070001877004,-10.0,-4.605170185988091,-1.0
1.0,Feb,1,Returning_Visitor,1,0,-1.0,-1.0,2.0794415416798357,4.913879625876746,-10.0,-4.7874917827820465,-1.0
0.0,Feb,3,Returning_Visitor,0,0,-1.0,-1.0,0.6931471805599453,-1.0,-1.6094379124341003,-1.6094379124341003,-1.0
0.0,Feb,5,Returning_Visitor,0,0,-1.0,-1.0,1.0986122886681098,4.653960350157523,-10.0,-3.4011973916621554,-1.0
0.8,Feb,3,Returning_Visitor,0,0,-1.0,-1.0,0.6931471805599453,2.70805020110221,-10.0,-2.3025850929940455,-1.0
0.0,Feb,1,Returning_Visitor,1,0,-1.0,-1.0,0.0,-1.0,-1.6094379124341003,-1.6094379124341003,-1.0
0.0,Feb,3,Returning_Visitor,0,0,-1.0,-1.0,1.6094379124341003,5.049856007249537,-10.0,-3.2188758248682006,-1.0
0.0,Feb,3,Returning_Visitor,0,0,4.168214410788556,-1.0,3.4657359027997265,7.0347794338845615,-5.857933104483461,-4.653960300157524,-1.0
0.0,Feb,3,Returning_Visitor,0,0,-1.0,-1.0,1.3862943611198906,4.330733340286331,-2.995732273553991,-2.3025850929940455,-1.0
0.2,Feb,3,Returning_Visitor,0,0,-1.0,-1.0,1.3862943611198906,4.143134726391533,-10.0,-2.995732273553991,-1.0
0.4,Feb,1,Returning_Visitor,0,0,1.791759469228055,-1.0,3.8066624897703196,7.366919119424236,-3.13549421292915,-2.9794405867162617,3.9923074855954344
0.0,Feb,3,Returning_Visitor,0,0,-1.0,-1.0,0.6931471805599453,6.392963466946267,-10.0,-3.683254265196953,-1.0
0.0,Feb,6,Returning_Visitor,1,0,-1.0,-1.0,1.0986122886681098,4.356708826689592,-10.0,-2.70805019610221,-1.0
0.0,Feb,1,Returning_Visitor,0,0,-1.0,-1.0,2.0794415416798357,5.344723739362192,-10.0,-3.6888794541139363,-1.0
0.0,Feb,1,Returning_Visitor,0,0,-1.0,-1.0,2.302585092994046,5.2131225206662934,-3.2188758248682006,-2.5257286443082556,-1.0
0.0,Feb,1,Returning_Visitor,0,0,-1.0,-1.0,2.6390573296152584,5.941486177301741,-4.248495262049359,-3.555348046489414,-1.0
0.0,Feb,1,Returning_Visitor,0,0,-1.0,-1.0,3.9512437185814275,6.392963466946267,-4.174387294895637,-3.894548379944252,-1.0
0.0,Feb,4,Returning_Visitor,1,0,-1.0,-1.0,2.0794415416798357,5.961005339623274,-3.6888794541139363,-2.8779492378976075,-1.0
0.8,Feb,4,Returning_Visitor,0,0,2.8903717578961645,-1.0,1.6094379124341003,5.697093486505405,-10.0,-3.555348046489414,-1.0
0.6,Feb,3,Returning_Visitor,0,0,-1.0,-1.0,1.9459101490553132,4.143134726391533,-3.555348046489414,-2.639057335615259,-1.0
0.0,Feb,6,Returning_Visitor,0,0,-1.0,-1.0,2.1972245773362196,6.1779441140506,-10.0,-3.80666249977032,-1.0
0.0,Feb,4,Returning_Visitor,0,0,2.1972245773362196,-1.0,3.828641396489095,8.314928633741392,-10.0,-6.322821568776717,-1.0
0.6,Feb,2,Returning_Visitor,0,0,-1.0,-1.0,1.0986122886681098,3.091042453358316,-10.0,-2.70805019610221,-1.0
0.0,Feb,4,Returning_Visitor,0,0,-1.0,-1.0,2.70805020110221,5.737109787521665,-10.0,-5.010635244096257,-1.0
0.4,Feb,3,Returning_Visitor,0,0,-1.0,-1.0,0.6931471805599453,3.5263605246161616,-10.0,-2.995732273553991,-1.0
0.0,Feb,3,Returning_Visitor,0,0,-1.0,-1.0,1.3862943611198906,4.477336814478207,-10.0,-2.995732273553991,-1.0
0.2,Feb,4,Returning_Visitor,0,0,-1.0,-1.0,3.091042453358316,6.4333419412477015,-5.799092664460526,-5.105945483900581,-1.0
0.0,Feb,2,Returning_Visitor,0,0,-1.0,-1.0,2.6390573296152584,5.404477562376427,-4.066173693588738,-2.8622008834294683,-1.0
0.2,Feb,3,Returning_Visitor,0,0,-1.0,-1.0,1.0986122886681098,4.382026634673881,-2.70805019610221,-2.014903023042265,-1.0
0.0,Feb,3,Returning_Visitor,0,0,-1.0,-1.0,2.3978952727983707,6.685652852134715,-10.0,-5.616770997666577,-1.0
0.6,Feb,2,Returning_Visitor,0,0,-1.0,-1.0,0.0,-1.0,-1.6094379124341003,-1.6094379124341003,-1.0
0.0,Feb,4,Returning_Visitor,1,0,-1.0,-1.0,0.0,-1.0,-1.6094379124341003,-1.6094379124341003,-1.0
0.2,Feb,3,Returning_Visitor,0,0,-1.0,-1.0,2.4849066497880004,5.580358559235439,-4.499809680330265,-3.6453943464295167,-1.0
1.0,Feb,2,Returning_Visitor,1,0,-1.0,-1.0,0.6931471805599453,3.367295829986474,-10.0,-2.3025850929940455,-1.0
0.0,Feb,3,Returning_Visitor,0,0,-1.0,-1.0,1.3862943611198906,5.075173815233827,-10.0,-2.5902671654458267,-1.0
0.4,Feb,4,Returning_Visitor,0,0,-1.0,-1.0,1.3862943611198906,4.910200897020186,-2.995732273553991,-3.6888794541139363,-1.0
0.2,Feb,3,Returning_Visitor,0,0,-1.0,-1.0,0.0,-1.0,-1.6094379124341003,-1.6094379124341003,-1.0
0.6,Feb,3,Returning_Visitor,0,0,-1.0,-1.0,0.0,-1.0,-1.6094379124341003,-1.6094379124341003,-1.0
0.2,Feb,1,Returning_Visitor,0,0,4.02535169073515,4.787491742782046,3.58351893845611,6.906496153316013,-10.0,-4.217430108874704,2.96769688552254
0.4,Feb,3,Returning_Visitor,0,0,-1.0,-1.0,1.3862943611198906,4.6443908991413725,-10.0,-2.995732273553991,-1.0
0.6,Feb,1,Returning_Visitor,0,0,2.772588722239781,-1.0,2.772588722239781,5.944599611733209,-4.442651246490317,-3.066828204921932,-1.0
0.4,Feb,3,Returning_Visitor,0,0,-1.0,-1.0,1.791759469228055,5.1298987149230735,-10.0,-4.0943445422221005,-1.0
0.0,Feb,3,Returning_Visitor,0,0,-1.0,-1.0,2.0794415416798357,5.993462549770655,-2.995732273553991,-2.113343096114138,-1.0
0.0,Feb,2,Returning_Visitor,0,0,5.632704096797524,-1.0,3.7376696182833684,7.348319369492904,-4.710530701645918,-3.928830106795375,3.645671612597867
0.0,Feb,4,Returning_Visitor,1,0,-1.0,-1.0,2.6390573296152584,6.560323202124582,-10.0,-4.941642442609305,-1.0
0.0,Feb,3,Returning_Visitor,0,0,-1.0,-1.0,0.0,-1.0,-1.6094379124341003,-1.6094379124341003,-1.0
0.8,Feb,1,Returning_Visitor,0,1,4.475441079275357,-1.0,3.295836866004329,6.682526221135152,-10.0,-4.3705979515775315,3.1318369144086193
0.0,Feb,3,Returning_Visitor,0,0,3.784189633918261,-1.0,4.499809670330265,8.84678067125255,-6.142037235587371,-4.198836521850611,-1.0
0.6,Feb,1,Returning_Visitor,0,0,-1.0,-1.0,0.0,-1.0,-1.6094379124341003,-1.6094379124341003,-1.0
0.0,Feb,4,Returning_Visitor,0,0,-1.0,-1.0,2.8903717578961645,6.804614520062624,-10.0,-4.905274833438431,-1.0
0.2,Feb,3,Returning_Visitor,0,0,-1.0,-1.0,0.0,-1.0,-1.6094379124341003,-1.6094379124341003,-1.0
0.0,Feb,2,Returning_Visitor,0,0,-1.0,-1.0,0.0,-1.0,-1.6094379124341003,-1.6094379124341003,-1.0
0.0,Feb,1,Returning_Visitor,0,0,-1.0,-1.0,2.995732273553991,5.2851195461943155,-3.6888794541139363,-2.946942109384559,-1.0
0.4,Aug,3,Returning_Visitor,0,0,-1.0,-1.0,0.6931471805599453,3.7612001156935624,-10.0,-2.3025850929940455,-1.0
0.0,Feb,2,Returning_Visitor,0,0,-1.0,-1.0,2.0794415416798357,6.056003068323678,-10.0,-4.382026634673881,-1.0
0.0,Feb,3,Returning_Visitor,0,0,-1.0,-1.0,1.0986122886681098,4.90527477843843,-10.0,-2.70805019610221,-1.0
0.0,Feb,1,Returning_Visitor,0,0,-1.0,-1.0,2.772588722239781,6.37729368064263,-10.0,-3.6888794541139363,-1.0
0.0,Feb,2,Returning_Visitor,0,1,6.913405950822407,-1.0,3.58351893845611,7.655078885533516,-5.4380793289231955,-4.234106478597259,2.4370645816584457
0.6,Feb,3,Returning_Visitor,0,0,-1.0,-1.0,0.6931471805599453,4.330733340286331,-10.0,-2.995732273553991,-1.0
1.0,Feb,3,Returning_Visitor,1,0,-1.0,-1.0,0.0,-1.0,-1.6094379124341003,-1.6094379124341003,-1.0
0.4,Feb,3,Returning_Visitor,0,0,-1.0,-1.0,0.0,-1.0,-1.6094379124341003,-1.6094379124341003,-1.0
0.0,Feb,5,Returning_Visitor,1,0,-1.0,-1.0,1.9459101490553132,5.337538079701318,-10.0,-3.555348046489414,-1.0
0.8,Feb,3,Returning_Visitor,0,0,-1.0,-1.0,1.3862943611198906,5.598421958998375,-10.0,-4.0943445422221005,-1.0
0.0,Feb,3,Returning_Visitor,0,0,-1.0,-1.0,1.791759469228055,3.676300671907076,-10.0,-3.912023005428146,-1.0
0.0,Feb,1,Returning_Visitor,0,0,-1.0,-1.0,2.4849066497880004,5.926926025970411,-4.0943445422221005,-3.683254265196953,-1.0
0.8,Feb,1,Returning_Visitor,1,0,-1.0,-1.0,0.0,-1.0,-1.6094379124341003,-1.6094379124341003,-1.0
0.0,Feb,3,Returning_Visitor,0,0,-1.0,-1.0,0.0,-1.0,-1.6094379124341003,-1.6094379124341003,-1.0
0.0,Feb,1,Returning_Visitor,0,0,-1.0,-1.0,1.9459101490553132,5.0106352940962555,-2.8622008834294683,-2.456735769487971,-1.0
0.0,Feb,3,Returning_Visitor,0,0,-1.0,-1.0,1.0986122886681098,4.927253685157205,-10.0,-2.70805019610221,-1.0
0.4,Feb,3,Returning_Visitor,0,0,-1.0,-1.0,1.9459101490553132,5.821565510312585,-3.555348046489414,-3.737669610283368,-1.0
0.0,Feb,2,Returning_Visitor,0,0,-1.0,-1.0,2.9444389791664403,6.429773239981035,-10.0,-4.841558944052322,-1.0
0.4,Feb,3,Returning_Visitor,0,0,3.58351893845611,-1.0,2.70805020110221,5.128987967774386,-10.0,-4.442651246490317,-1.0
0.0,Feb,2,Returning_Visitor,1,0,-1.0,-1.0,0.0,-1.0,-1.6094379124341003,-1.6094379124341003,-1.0
0.0,Feb,3,Returning_Visitor,0,0,-1.0,-1.0,0.6931471805599453,3.9512437185814275,-10.0,-2.3025850929940455,-1.0
0.0,Feb,5,New_Visitor,0,0,-1.0,-1.0,2.5649493574615367,6.475817850542858,-10.0,-4.174387294895637,-1.0
0.6,Feb,3,Returning_Visitor,0,0,-1.0,-1.0,3.295836866004329,6.830154032922563,-5.598421878998378,-3.6525118070859186,-1.0
0.2,Feb,3,Returning_Visitor,0,0,-1.0,-1.0,0.6931471805599453,3.4965075614664802,-10.0,-2.3025850929940455,-1.0
0.2,Feb,3,Returning_Visitor,0,0,-1.0,-1.0,1.791759469228055,7.356599110392247,-2.995732273553991,-2.70805019610221,-1.0
0.6,Feb,4,Returning_Visitor,0,0,-1.0,-1.0,1.3862943611198906,4.653960350157523,-10.0,-3.6888794541139363,-1.0
0.6,Feb,7,Returning_Visitor,0,0,-1.0,-1.0,1.9459101490553132,3.912023005428146,-3.267665991537633,-2.513894186073017,-1.0
0.0,Feb,4,Returning_Visitor,0,0,-1.0,-1.0,2.772588722239781,6.468009236897099,-5.480638843341994,-3.4524906655233902,-1.0
0.4,Feb,2,Returning_Visitor,0,0,2.908720896382543,-1.0,3.6375861597263857,7.876705926631293,-10.0,-4.71639586815714,-1.0
1.0,Feb,4,Returning_Visitor,1,1,4.110873864173311,-1.0,2.9444389791664403,6.408528791059498,-10.0,-3.612506474741127,2.864253568723629
0.4,Feb,2,Returning_Visitor,0,0,-1.0,-1.0,1.791759469228055,6.028278520230698,-10.0,-3.4011973916621554,-1.0
0.8,Feb,3,Returning_Visitor,0,0,3.4339872044851463,2.772588722239781,3.58351893845611,7.641819306523701,-10.0,-4.304306622369991,-1.0
0.0,Feb,4,Returning_Visitor,0,0,4.069026754237811,-1.0,2.833213344056216,5.6407243388074075,-4.953476813589643,-4.037186138382152,-1.0
0.0,Feb,2,Returning_Visitor,0,0,-1.0,-1.0,0.6931471805599453,3.295836866004329,-1.8971199848858813,-1.8971199848858813,-1.0
0.8,Feb,3,Returning_Visitor,0,0,-1.0,-1.0,2.1972245773362196,5.3706380281276624,-3.1135153192103746,-2.602689686444384,-1.0
0.0,Feb,3,Returning_Visitor,0,0,-1.0,-1.0,2.4849066497880004,6.392963466946267,-2.995732273553991,-2.70805019610221,-1.0
0.8,Feb,3,Returning_Visitor,0,0,-1.0,-1.0,0.6931471805599453,4.736198448394496,-2.995732273553991,-2.70805019610221,-1.0
0.0,Feb,3,Returning_Visitor,0,0,5.787663958636903,4.543294782270004,4.852030263919617,8.529559167198917,-7.064758857791817,-4.021923254544673,-1.0
0.6,Feb,3,Returning_Visitor,0,0,-1.0,-1.0,1.3862943611198906,5.53338948872752,-10.0,-4.0943445422221005,-1.0
0.4,Feb,3,Returning_Visitor,0,0,-1.0,-1.0,1.3862943611198906,-1.0,-1.6094379124341003,-1.6094379124341003,-1.0
0.8,Feb,3,Returning_Visitor,0,0,-1.0,-1.0,0.0,-1.0,-1.6094379124341003,-1.6094379124341003,-1.0
0.2,Feb,1,Returning_Visitor,0,0,3.091042453358316,-1.0,3.2188758248682006,6.0787883752796565,-4.8283137373023015,-3.7297014486341915,-1.0
0.2,Feb,3,Returning_Visitor,0,0,-1.0,4.532599493153256,3.4011973816621555,6.9525692944532045,-4.350277921359301,-3.3386770237717305,-1.0
0.0,Feb,4,Returning_Visitor,1,0,-1.0,-1.0,2.4849066497880004,5.761527136267487,-10.0,-5.192956770890214,-1.0
0.8,Feb,3,Returning_Visitor,0,0,-1.0,-1.0,3.044522437723423,7.044323721473375,-10.0,-4.345658987645864,-1.0
0.2,Feb,1,Returning_Visitor,0,0,-1.0,-1.0,2.3978952727983707,6.3578422665081,-4.007333195232471,-3.6018680871243065,-1.0
0.0,Feb,3,Returning_Visitor,0,0,-1.0,-1.0,2.0794415416798357,4.553876891600541,-10.0,-2.5902671654458267,-1.0
0.0,Feb,3,Returning_Visitor,0,0,-1.0,-1.0,1.791759469228055,5.70877001616724,-10.0,-2.197224578336219,-1.0
0.0,Feb,1,Returning_Visitor,0,0,-1.0,-1.0,1.791759469228055,6.392963466946267,-10.0,-3.4011973916621554,-1.0
0.6,Feb,2,Returning_Visitor,0,0,-1.0,-1.0,1.3862943611198906,4.908971640319756,-10.0,-2.995732273553991,-1.0
0.8,Feb,3,Returning_Visitor,0,0,-1.0,4.31748811353631,2.6390573296152584,6.09206374558874,-10.0,-3.3704257229954018,-1.0
0.0,Feb,3,Returning_Visitor,0,0,-1.0,-1.0,1.0986122886681098,3.713572066704308,-10.0,-2.70805019610221,-1.0
0.0,Feb,1,Returning_Visitor,0,0,-1.0,-1.0,2.3978952727983707,6.392963466946267,-3.575550768806933,-2.1242396805956667,-1.0
0.0,Feb,3,Returning_Visitor,0,0,-1.0,-1.0,0.0,-1.0,-1.6094379124341003,-1.6094379124341003,-1.0
0.4,Feb,3,Returning_Visitor,0,0,-1.0,-1.0,2.1972245773362196,7.121521668214571,-10.0,-3.200526679836368,-1.0
0.4,Feb,3,Returning_Visitor,0,0,-1.0,-1.0,2.302585092994046,5.418172328504157,-10.0,-2.995732273553991,-1.0
0.6,Feb,3,Returning_Visitor,0,0,6.135564891081739,-1.0,3.9318256327243257,7.535412374878174,-10.0,-4.886582620426277,-1.0
0.0,Feb,1,Returning_Visitor,0,0,-1.0,-1.0,1.0986122886681098,2.5649493574615367,-2.014903023042265,-1.791759467228055,-1.0
0.0,Feb,2,Returning_Visitor,1,0,-1.0,-1.0,0.6931471805599453,5.402677381872279,-10.0,-2.3025850929940455,-1.0
0.0,Feb,6,Returning_Visitor,0,0,2.995732273553991,-1.0,2.772588722239781,5.369862533555973,-10.0,-3.80666249977032,-1.0
0.0,Feb,3,Returning_Visitor,0,0,-1.0,-1.0,0.0,-1.0,-1.6094379124341003,-1.6094379124341003,-1.0
0.8,Feb,3,Returning_Visitor,0,0,-1.0,-1.0,1.791759469228055,7.609449165675797,-10.0,-4.499809680330265,-1.0
0.6,Feb,3,Returning_Visitor,0,0,4.7140245909001735,-1.0,3.258096538021482,6.107084751752913,-10.0,-3.9889840205642746,-1.0
0.0,Feb,2,Returning_Visitor,0,0,-1.0,-1.0,1.791759469228055,5.0636493295926215,-10.0,-3.4011973916621554,-1.0
0.0,Feb,2,Returning_Visitor,0,0,-1.0,-1.0,2.1972245773362196,5.715930608701618,-5.192956770890214,-3.0726933210901195,-1.0
0.0,Feb,5,Returning_Visitor,0,0,-1.0,-1.0,1.0986122886681098,3.2188758248682006,-10.0,-2.70805019610221,-1.0
0.4,Feb,4,Returning_Visitor,0,0,-1.0,-1.0,0.6931471805599453,3.7376696182833684,-2.995732273553991,-1.8971199848858813,-1.0
0.2,Feb,3,Returning_Visitor,0,0,4.640778613455459,-1.0,2.6390573296152584,6.911166122436417,-10.0,-4.015207224272072,-1.0
0.0,Feb,3,Returning_Visitor,0,0,-1.0,-1.0,0.0,-1.0,-1.6094379124341003,-1.6094379124341003,-1.0
0.2,Feb,3,Returning_Visitor,0,0,-1.0,-1.0,2.1972245773362196,5.607638614103299,-10.0,-4.435271136692694,-1.0
0.0,Feb,3,Returning_Visitor,0,0,2.9444389791664403,-1.0,2.0794415416798357,5.840641657373398,-10.0,-4.905274833438431,-1.0
0.0,Feb,3,Returning_Visitor,0,0,-1.0,-1.0,0.0,-1.0,-1.6094379124341003,-1.6094379124341003,-1.0
0.0,Feb,6,Returning_Visitor,0,0,-1.0,2.9444389791664403,2.302585092994046,6.747586526829315,-10.0,-4.7004803757924165,-1.0
0.4,Feb,3,Returning_Visitor,0,0,-1.0,-1.0,1.0986122886681098,6.659293919683638,-2.70805019610221,-2.70805019610221,-1.0
0.0,Feb,1,Returning_Visitor,0,0,-1.0,-1.0,1.0986122886681098,6.945051063725834,-10.0,-3.4011973916621554,-1.0
0.0,Feb,3,Returning_Visitor,0,0,-1.0,-1.0,1.3862943611198906,6.35088571671474,-10.0,-2.995732273553991,-1.0
0.0,Feb,3,Returning_Visitor,0,0,-1.0,-1.0,3.332204510175204,7.115771655744931,-4.941642442609305,-3.4947234349670966,-1.0
0.8,Feb,1,Returning_Visitor,0,0,-1.0,-1.0,2.3978952727983707,5.75784969603174,-10.0,-3.6018680871243065,-1.0
0.0,Feb,1,Returning_Visitor,0,0,-1.0,-1.0,2.995732273553991,6.772778851826509,-4.892852258439873,-3.569616021452799,-1.0
0.4,Feb,4,Returning_Visitor,0,0,-1.0,-1.0,0.0,-1.0,-1.6094379124341003,-1.6094379124341003,-1.0
0.0,Feb,1,Returning_Visitor,0,0,-1.0,-1.0,1.3862943611198906,2.772588722239781,-2.3025850929940455,-1.8971199848858813,-1.0
0.2,Feb,3,Returning_Visitor,0,0,-1.0,-1.0,2.9444389791664403,6.421622267806518,-10.0,-3.637586177726386,-1.0
0.0,Feb,1,Returning_Visitor,0,0,-1.0,-1.0,2.1972245773362196,5.567389849750646,-10.0,-3.624340920476365,-1.0
0.0,Feb,1,Returning_Visitor,1,0,-1.0,-1.0,3.044522437723423,6.4230572002373965,-3.4011973916621554,-2.9971170318894096,-1.0
0.0,Feb,2,Returning_Visitor,1,0,-1.0,-1.0,0.0,-1.0,-1.6094379124341003,-1.6094379124341003,-1.0
0.8,Feb,3,Returning_Visitor,1,0,-1.0,-1.0,1.791759469228055,4.7664383335842135,-10.0,-3.4011973916621554,-1.0
0.0,Feb,3,Returning_Visitor,0,0,-1.0,-1.0,0.0,-1.0,-1.6094379124341003,-1.6094379124341003,-1.0
0.0,Feb,3,Returning_Visitor,0,0,-1.0,-1.0,0.0,-1.0,-1.6094379124341003,-1.6094379124341003,-1.0
0.6,Feb,2,Returning_Visitor,0,0,-1.0,-1.0,3.1354942159291497,6.217935888581311,-4.74493214836325,-3.971742224745153,-1.0
0.0,Feb,1,Returning_Visitor,1,0,4.060443010546419,3.091042453358316,3.4339872044851463,6.392963466946267,-3.49650757146648,-3.203837937802168,-1.0
0.0,Feb,2,Returning_Visitor,1,0,2.2512917986064953,-1.0,3.1354942159291497,7.109062135687172,-4.185316360427827,-4.384929403634168,-1.0
0.4,Feb,3,Returning_Visitor,0,0,-1.0,-1.0,1.791759469228055,6.1463292576688975,-10.0,-4.0943445422221005,-1.0
0.6,Feb,3,Returning_Visitor,0,0,-1.0,-1.0,3.1354942159291497,6.60281400868549,-4.74493214836325,-4.457250047161469,-1.0
0.0,Feb,2,Returning_Visitor,0,0,-1.0,-1.0,2.4849066497880004,4.859812404361672,-10.0,-3.4011973916621554,-1.0
0.0,Feb,3,Returning_Visitor,0,0,-1.0,-1.0,1.6094379124341003,4.143134726391533,-10.0,-3.2188758248682006,-1.0
0.0,Feb,3,Returning_Visitor,0,0,-1.0,-1.0,1.6094379124341003,4.8283137373023015,-2.445685932788565,-1.791759467228055,-1.0
0.0,Feb,1,Returning_Visitor,0,0,-1.0,-1.0,2.3978952727983707,6.528445128302114,-4.007333195232471,-2.754570211022817,-1.0
0.8,Feb,4,Returning_Visitor,1,0,-1.0,-1.0,2.995732273553991,6.500496897219486,-10.0,-4.2336066295556085,-1.0
0.8,Feb,4,Returning_Visitor,1,0,-1.0,-1.0,2.70805020110221,6.189290290437902,-10.0,-3.954582602455638,-1.0
0.0,Feb,3,Returning_Visitor,0,0,-1.0,-1.0,2.833213344056216,6.080314510715067,-4.499809680330265,-3.4011973916621554,-1.0
0.6,Feb,3,Returning_Visitor,0,0,-1.0,-1.0,1.0986122886681098,4.007333185232471,-2.70805019610221,-2.3025850929940455,-1.0
0.8,Feb,2,Returning_Visitor,1,0,-1.0,-1.0,0.0,-1.0,-1.6094379124341003,-1.6094379124341003,-1.0
1.0,Feb,1,Returning_Visitor,1,0,3.720862499966987,-1.0,3.1780538303479458,6.102397010642356,-10.0,-4.755742990717467,-1.0
0.0,Feb,3,Returning_Visitor,0,0,4.465908118654584,-1.0,2.302585092994046,5.7698822763607245,-10.0,-4.174387294895637,-1.0
0.0,Feb,2,Returning_Visitor,0,0,-1.0,-1.0,1.9459101490553132,6.501289670540389,-10.0,-4.248495262049359,-1.0
0.0,Feb,4,Returning_Visitor,0,0,-1.0,-1.0,3.044522437723423,6.005637444918382,-4.533426248821558,-3.057551615013809,-1.0
0.0,Feb,3,Returning_Visitor,0,0,-1.0,-1.0,0.0,-1.0,-1.6094379124341003,-1.6094379124341003,-1.0
0.6,Feb,2,Returning_Visitor,0,0,-1.0,-1.0,1.791759469228055,5.09528276815654,-3.4011973916621554,-3.4011973916621554,-1.0
0.0,Feb,2,Returning_Visitor,1,0,-1.0,-1.0,2.833213344056216,5.6498541326306455,-10.0,-4.442651246490317,-1.0
0.6,Feb,3,Returning_Visitor,0,0,-1.0,-1.0,0.0,-1.0,-1.6094379124341003,-1.6094379124341003,-1.0
0.0,Feb,1,Returning_Visitor,0,0,-1.0,-1.0,0.0,-1.0,-1.6094379124341003,-1.6094379124341003,-1.0
0.8,Feb,3,Returning_Visitor,1,0,-1.0,-1.0,2.0794415416798357,5.560681631015528,-4.7874917827820465,-3.6888794541139363,-1.0
0.0,Mar,8,Returning_Visitor,0,0,-1.0,7.098704195353903,1.6094379124341003,5.634279269042366,-5.752572693825635,-4.361110744931416,-1.0
0.0,Mar,1,Returning_Visitor,0,0,-1.0,-1.0,2.995732273553991,6.832438884672688,-4.499809680330265,-3.602750309510211,2.0795341300184034
0.0,Mar,2,Returning_Visitor,0,0,2.1972245773362196,-1.0,3.912023005428146,6.729585093310658,-10.0,-5.060897173207042,-1.0
0.0,Mar,2,Returning_Visitor,1,0,5.682825078210699,5.030437921392435,4.564348191467836,8.096563704819875,-6.234410885718384,-4.3043685032283365,-1.0
0.0,Mar,2,Returning_Visitor,0,1,4.7140245909001735,3.8815637979434374,3.8918202981106265,7.533062332497027,-10.0,-3.8771929749223673,0.5341602215984177
0.0,Mar,1,Returning_Visitor,0,0,3.8501476017100584,3.9318256327243257,4.219507705176107,8.009071943527099,-4.941642442609305,-4.090677832898076,3.840101029227941
0.0,Mar,3,Returning_Visitor,0,0,-1.0,-1.0,0.6931471805599453,-1.0,-1.6094379124341003,-1.6094379124341003,-1.0
0.0,Mar,2,Returning_Visitor,0,0,7.111512116496157,1.0986122886681098,3.1780538303479458,8.08031481260233,-3.3189592886883412,-2.3434070875143007,-1.0
0.0,Mar,1,Returning_Visitor,0,0,3.9512437185814275,-1.0,2.1972245773362196,5.765191102784844,-10.0,-3.912023005428146,-1.0
